STATION,NAME,DATE,DAPR,MDPR,MDSF,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",3/25/2007,,,,,,,58,23,38
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",3/26/2007,,,,,,,60,34,36
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",3/27/2007,,,,,,,65,35,38
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",3/28/2007,,,,,,,58,30,36
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",3/29/2007,,,,,,,40,26,30
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",3/30/2007,,,,,,,45,19,24
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",3/31/2007,,,,0,0,0,44,21,39
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",4/1/2007,,,,,,,53,36,40
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",4/2/2007,,,,,,,47,34,38
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",4/3/2007,,,,,,,39,18,20
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",4/4/2007,,,,,,,50,19,35
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",4/5/2007,,,,,,,59,30,35
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",4/6/2007,,,,,,,59,30,38
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",4/7/2007,,,,0,0,0,62,30,36
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",4/8/2007,,,,0,0,0,62,32,43
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",4/9/2007,,,,0,0,0,49,29,40
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",4/10/2007,,,,0,0,0,46,25,28
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",4/11/2007,,,,0,0,0,41,18,23
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",4/12/2007,,,,0,0,0,51,23,29
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",4/13/2007,,,,0,0,0,56,22,26
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",4/14/2007,,,,0,0,0,58,24,31
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",4/15/2007,,,,0,0,0,67,31,41
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",4/16/2007,,,,,,,58,34,37
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",4/17/2007,,,,0,0,0,64,37,41
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",4/18/2007,,,,0.29,0,0,71,33,34
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",4/19/2007,,,,0.1,0,0,43,30,31
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",4/20/2007,,,,0,0,0,46,31,32
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",4/21/2007,,,,,,,51,32,38
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",4/22/2007,,,,0,0,0,54,41,53
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",4/23/2007,,,,,,,57,41,41
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",4/24/2007,,,,,,,52,38,41
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",4/25/2007,,,,,,,64,39,42
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",4/26/2007,,,,,,,68,42,42
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",4/27/2007,,,,,,,62,41,45
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",4/28/2007,,,,0,0,0,71,45,50
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",4/29/2007,,,,0,0,0,82,50,61
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",4/30/2007,,,,0,0,0,82,47,52
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",5/1/2007,,,,,,,75,39,46
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",5/2/2007,,,,0,0,0,82,46,53
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",5/3/2007,,,,,,,74,39,41
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",5/4/2007,,,,,,,51,28,34
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",5/5/2007,,,,,,,55,31,38
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",5/6/2007,,,,,,,57,32,39
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",5/7/2007,,,,,,,64,34,44
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",5/8/2007,,,,,,,72,38,48
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",5/9/2007,,,,,,,78,40,52
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",5/10/2007,,,,,,,81,42,53
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",5/11/2007,,,,,,,82,42,51
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",5/12/2007,,,,,,,86,44,50
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",5/13/2007,,,,,,,86,47,54
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",5/14/2007,,,,,,,72,41,53
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",5/15/2007,,,,,,,70,37,47
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",5/16/2007,,,,,,,80,39,52
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",5/17/2007,,,,,,,85,44,59
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",5/18/2007,,,,,,,86,47,66
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",5/19/2007,,,,,,,84,48,58
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",5/20/2007,,,,,,,86,48,60
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",5/21/2007,,,,,,,76,47,50
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",5/22/2007,,,,,,,54,33,40
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",5/23/2007,,,,0,0,0,56,32,45
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",5/24/2007,,,,,,,62,34,43
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",5/25/2007,,,,0,0,0,69,42,54
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",5/26/2007,,,,0,0,0,74,45,55
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",5/27/2007,,,,,,,79,45,57
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",5/28/2007,,,,,,,86,51,53
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",5/29/2007,,,,,,,64,34,44
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",5/30/2007,,,,,,,67,35,47
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",5/31/2007,,,,0,0,0,75,41,53
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",6/1/2007,,,,,,,78,43,55
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",6/2/2007,,,,,,,81,44,56
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",6/3/2007,,,,,,,87,50,57
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",6/4/2007,,,,,,,90,49,57
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",6/5/2007,,,,,,,89,57,61
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",6/6/2007,,,,0.59,0,0,76,43,45
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",6/7/2007,,,,0.66,0,0,49,41,45
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",6/8/2007,,,,0.01,0,0,59,37,45
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",6/9/2007,,,,0,0,0,63,40,52
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",6/10/2007,,,,,,,72,51,61
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",6/11/2007,,,,,,,80,47,50
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",6/12/2007,,,,0,0,0,78,44,52
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",6/13/2007,,,,,,,79,52,60
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",6/14/2007,,,,0,0,0,83,51,56
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",6/15/2007,,,,0,0,0,79,47,66
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",6/16/2007,,,,,,,87,48,65
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",6/17/2007,,,,0,0,0,90,50,56
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",6/18/2007,,,,,,,69,45,50
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",6/19/2007,,,,0,0,0,75,54,54
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",6/20/2007,,,,0,0,0,88,55,62
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",6/21/2007,,,,0,0,0,95,57,64
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",6/22/2007,,,,0,0,0,91,56,62
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",6/23/2007,,,,0,0,0,94,60,64
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",6/24/2007,,,,0,0,0,86,55,62
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",6/25/2007,,,,0,0,0,85,55,59
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",6/26/2007,,,,,,,89,53,55
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",6/27/2007,,,,,,,82,56,64
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",6/28/2007,,,,0,0,0,95,60,66
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",6/29/2007,,,,0,0,0,94,65,72
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",6/30/2007,,,,0,0,0,91,60,66
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",7/1/2007,,,,0,0,0,89,65,76
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",7/2/2007,,,,0,0,0,92,58,79
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",7/3/2007,,,,0,0,0,92,59,68
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",7/4/2007,,,,0,0,0,88,52,71
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",7/5/2007,,,,0,0,0,94,65,70
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",7/6/2007,,,,0,0,0,98,72,74
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",7/7/2007,,,,0,0,0,102,69,73
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",7/8/2007,,,,,,,94,72,73
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",7/9/2007,,,,,,,92,52,68
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",7/10/2007,,,,,,,92,54,62
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",7/11/2007,,,,,,,89,53,65
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",7/12/2007,,,,0,0,0,93,57,70
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",7/13/2007,,,,,,,93,55,68
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",7/14/2007,,,,0,0,0,95,56,65
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",7/15/2007,,,,,,,99,56,67
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",7/16/2007,,,,,,,97,56,65
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",7/17/2007,,,,,,,98,56,61
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",7/18/2007,,,,0.04,0,0,88,54,72
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",7/19/2007,,,,0,0,0,98,56,69
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",7/20/2007,,,,0,0,0,94,55,65
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",7/21/2007,,,,0,0,0,98,52,63
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",7/22/2007,,,,0,0,0,94,47,59
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",7/23/2007,,,,0,0,0,,,
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",7/24/2007,,,,0.44,0,0,94,82,65
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",7/25/2007,,,,,,,83,61,70
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",7/26/2007,,,,,,,86,58,65
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",7/27/2007,,,,,,,87,55,67
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",7/28/2007,,,,,,,91,66,70
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",7/29/2007,,,,,,,96,52,69
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",7/30/2007,,,,,,,98,55,65
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",7/31/2007,,,,,,,100,60,70
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",8/1/2007,,,,,,,95,56,62
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",8/2/2007,,,,0,0,0,94,58,65
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",8/3/2007,,,,,,,75,53,59
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",8/4/2007,,,,0,0,0,90,51,61
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",8/5/2007,,,,,,,93,52,59
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",8/6/2007,,,,,,,84,43,53
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",8/7/2007,,,,,,,89,48,59
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",8/8/2007,,,,,,,87,45,62
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",8/9/2007,,,,,,,86,42,48
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",8/10/2007,,,,,,,92,44,60
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",8/11/2007,,,,,,,86,43,51
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",8/12/2007,,,,,,,93,45,52
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",8/13/2007,,,,,,,96,48,56
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",8/14/2007,,,,,,,95,54,63
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",8/15/2007,,,,,,,96,56,62
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",8/16/2007,,,,,,,93,57,63
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",8/17/2007,,,,,,,96,60,65
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",8/18/2007,,,,,,,91,54,59
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",8/19/2007,,,,0,0,0,85,50,55
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",8/20/2007,,,,,,,85,49,59
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",8/21/2007,,,,,,,83,53,57
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",8/22/2007,,,,,,,80,48,56
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",8/23/2007,,,,,,,70,41,46
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",8/24/2007,,,,0,0,0,79,40,50
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",8/25/2007,,,,,,,82,37,55
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",8/26/2007,,,,,,,92,47,56
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",8/27/2007,,,,,,,88,52,58
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",8/28/2007,,,,,,,86,44,53
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",8/29/2007,,,,,,,85,40,48
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",8/30/2007,,,,,,,91,43,53
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",8/31/2007,,,,,,,94,50,63
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",9/1/2007,,,,0,0,0,87,57,59
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",9/2/2007,,,,0,0,0,90,53,56
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",9/3/2007,,,,0,0,0,95,56,59
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",9/4/2007,,,,0,0,0,95,59,64
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",9/5/2007,,,,,,,76,55,56
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",9/6/2007,,,,,,,66,51,52
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",9/7/2007,,,,,,,74,46,48
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",9/8/2007,,,,,,,80,45,58
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",9/9/2007,,,,,,,85,55,56
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",9/10/2007,,,,,,,71,37,39
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",9/11/2007,,,,0,0,0,71,37,41
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",9/12/2007,,,,0,0,0,81,38,42
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",9/13/2007,,,,,,,85,42,47
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",9/14/2007,,,,0,0,0,87,47,51
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",9/15/2007,,,,,,,87,51,53
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",9/16/2007,,,,0,0,0,86,52,51
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",9/17/2007,,,,,,,80,41,46
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",9/18/2007,,,,,,,70,34,39
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",9/19/2007,,,,,,,68,36,45
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",9/20/2007,,,,0,0,0,75,39,44
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",9/21/2007,,,,0,0,0,76,39,49
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",9/22/2007,,,,0,0,0,79,40,44
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",9/23/2007,,,,0.13,0,0,73,42,48
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",9/24/2007,,,,0.01,0,0,56,33,38
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",9/25/2007,,,,0,0,0,52,28,33
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",9/26/2007,,,,0,0,0,63,33,36
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",9/27/2007,,,,0,0,0,70,30,34
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",9/28/2007,,,,0,0,0,74,34,39
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",9/29/2007,,,,0.08,0,0,73,31,34
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",9/30/2007,,,,0.12,0,0,43,25,29
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",10/1/2007,,,,0,0,0,60,27,37
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",10/2/2007,,,,0.03,0,0,57,32,37
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",10/3/2007,,,,0,0,0,60,36,50
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",10/4/2007,,,,0,0,0,63,34,39
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",10/5/2007,,,,0.18,0,0,62,35,39
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",10/6/2007,,,,0.3,0,0,43,32,34
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",10/7/2007,,,,0.03,0,0,44,29,33
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",10/8/2007,,,,0,0,0,54,30,37
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",10/9/2007,,,,0,0,0,68,34,37
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",10/10/2007,,,,0,0,0,75,35,41
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",10/11/2007,,,,,,,74,28,30
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",10/12/2007,,,,,,,61,27,30
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",10/13/2007,,,,0.05,0,0,65,30,43
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",10/14/2007,,,,0.02,0,0,61,30,31
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",10/15/2007,,,,,,,65,29,33
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",10/16/2007,,,,,,,69,30,39
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",10/17/2007,,,,0.03,0,0,53,36,39
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",10/18/2007,,,,0,0,0,49,28,31
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",10/19/2007,,,,0.05,0,0,50,31,46
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",10/20/2007,,,,,,,57,32,35
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",10/21/2007,,,,,,,47,26,29
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",10/22/2007,,,,,,,49,27,30
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",10/23/2007,,,,0,0,0,61,26,30
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",10/24/2007,,,,,,,64,26,32
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",10/25/2007,,,,0,0,0,71,27,33
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",10/26/2007,,,,,,,69,30,32
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",10/27/2007,,,,,,,58,22,34
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",10/28/2007,,,,,,,61,23,33
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",10/29/2007,,,,,,,65,30,35
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",10/30/2007,,,,,,,68,29,47
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",10/31/2007,,,,,,,49,25,34
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",11/1/2007,,,,,,,52,24,28
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",11/2/2007,,,,,,,51,22,27
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",11/3/2007,,,,0,0,0,52,22,25
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",11/4/2007,,,,0,0,0,55,18,27
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",11/5/2007,,,,0,0,0,63,22,24
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",11/6/2007,,,,0,0,0,59,22,
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",11/7/2007,,,,0,0,0,61,20,26
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",11/8/2007,,,,0,0,0,63,23,27
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",11/9/2007,,,,0,0,0,64,38,24
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",11/10/2007,,,,0,0,0,59,29,40
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",11/11/2007,,,,0.2,0,0,61,37,41
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",11/12/2007,,,,0,0,0,43,22,25
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",11/13/2007,,,,0,0,0,50,42,44
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",11/14/2007,,,,,,,46,18,21
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",11/15/2007,,,,0,0,0,43,24,27
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",11/16/2007,,,,0,0,0,53,37,38
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",11/17/2007,,,,0,0,0,59,42,43
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",11/18/2007,,,,0,0,0,56,45,43
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",11/19/2007,,,,0,0,0,63,44,44
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",11/20/2007,,,,0,0,0,63,24,29
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",11/21/2007,,,,0.05,0,0,38,20,23
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",11/22/2007,,,,0,0,0,33,23,23
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",11/23/2007,,,,0,0,0,32,18,21
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",11/24/2007,,,,0,0,0,32,20,21
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",11/25/2007,,,,0,0,0,32,20,25
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",11/26/2007,,,,0,0,0,42,21,23
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",11/27/2007,,,,0.02,0.3,0,41,30,31
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",11/28/2007,,,,0,0,0,38,19,21
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",11/29/2007,,,,,,,33,18,26
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",11/30/2007,,,,0,0,0,39,12,16
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",12/1/2007,,,,0,0,0,33,12,24
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",12/2/2007,,,,0,0,0,30,16,27
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",12/3/2007,,,,,,,40,22,35
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",12/4/2007,,,,,,,54,28,34
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",12/5/2007,,,,0,0,0,55,23,26
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",12/6/2007,,,,0,0,0,43,30,31
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",12/7/2007,,,,,,,42,28,30
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",12/8/2007,,,,0,0,0,42,25,27
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",12/9/2007,,,,0,0,0,35,10,20
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",12/10/2007,,,,,,,31,16,24
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",12/11/2007,,,,,,,27,-10,-5
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",12/12/2007,,,,0,0,1,23,11,12
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",12/13/2007,,,,,,,27,14,16
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",12/14/2007,,,,0,0,1,26,17,19
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",12/15/2007,,,,0,0,1,24,16,22
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",12/16/2007,,,,0,0,1,31,21,24
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",12/17/2007,,,,0,0,1,37,15,23
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",12/18/2007,,,,0,0.3,1,39,25,28
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",12/19/2007,,,,0.06,0.3,1,41,31,33
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",12/20/2007,,,,0.18,0,1,37,30,35
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",12/21/2007,,,,0.18,0,0,37,16,20
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",12/22/2007,,,,0,0,0,26,10,13
USC00100010,"ABERDEEN EXPERIMENT STATION, ID US",12/23/2007,,,,0,0,0,27,12,18
